,method,bias.strength,occupancy,sim,true.breadth,cor.all.pearson,cor.all.spearman,cor.native.pearson,cor.native.spearman,pred.native.over.0.5,test.auc,test.max.kappa,test.max.tss,train.auc,train.max.kappa,train.max.tss,true.native.over.0.5
1177,mx,0.5,0.605504587,bias_0.5_rep_15,3497,0.668785396,0.417461593,0.697054783,0.656908907,210,0.880394858,0.397810219,0.666666667,0.868845514,0.332635365,0.663885159,792
1178,mx,0.5,0.648199446,bias_0.5_rep_17,2790,0.638281853,0.816572356,0.216117691,0.126335584,201,0.812672176,0.475308642,0.565656566,0.87505595,0.419881723,0.635590511,1404
1179,mx,0.5,0.65942029,bias_0.5_rep_4,679,0.742532204,0.412286669,0.806949783,0.798543093,82,0.840745732,0.440238527,0.583557951,0.903499454,0.526823535,0.746245316,182
1180,mx,0.5,0.777824889,bias_0.5_rep_3,6539,0.771368244,0.872507198,0.344155864,0.263955782,524,0.713970447,0.249219969,0.423910958,0.826271834,0.347463841,0.497394375,3669
1181,mx,0.5,1,bias_0.5_rep_1,2444,0.149367491,0.063763261,0.149367491,0.063763261,4883,0.80025,0.25106383,0.6,0.79640625,0.337493218,0.465,1939
1182,mx,0.5,1,bias_0.5_rep_2,3356,0.62204597,0.24224334,0.62204597,0.24224334,630,0.653864561,0.188940092,0.277578368,0.774340619,0.289023868,0.489483083,3115
1183,mx,0.6,0.396707819,bias_0.6_rep_11,1359,0.796781691,0.529643069,0.634498525,0.55208776,157,0.669465174,0.122370116,0.354477612,0.791164659,0.299423336,0.488088719,482
1184,mx,0.6,0.430962343,bias_0.6_rep_8,12458,0.696219012,0.831019142,0.388503074,0.383408104,1266,0.843487179,0.49725777,0.660512821,0.868430642,0.424733117,0.631635611,5356
1185,mx,0.6,0.450715512,bias_0.6_rep_16,9362,0.078700501,0.169110959,0.229116405,0.439062039,493,0.630775578,0.255698006,0.266226623,0.779456263,0.366249079,0.409591051,3937
1186,mx,0.6,0.465363128,bias_0.6_rep_17,2043,0.797188714,0.887018677,0.04937001,-0.171664142,283,0.764118457,0.237668161,0.535353535,0.842189398,0.28275619,0.594795064,833
1187,mx,0.6,0.470397502,bias_0.6_rep_18,15320,0.252539223,0.30884354,0.351196595,0.416197918,1106,0.664522059,0.125843675,0.404411765,0.754718533,0.267094195,0.406436947,7834
1188,mx,0.6,0.474478185,bias_0.6_rep_20,15252,0.407126441,0.514304475,0.05000111,-0.057942365,1243,0.738358974,0.31509434,0.425641026,0.75852588,0.306563836,0.414741201,7297
1189,mx,0.6,0.48600251,bias_0.6_rep_9,20244,0.501471637,0.58834968,-0.21388929,-0.378564488,1749,0.61825641,0.119503946,0.230769231,0.744604555,0.238116246,0.392795031,10069
1190,mx,0.6,0.497771522,bias_0.6_rep_13,8941,0.68820204,0.657983331,0.450231533,0.515114878,1048,0.607652657,0.256063433,0.237906423,0.743989337,0.221629614,0.420528469,4244
1191,mx,0.6,0.498428063,bias_0.6_rep_19,23513,-0.304616077,-0.193199016,0.079454095,0.143938089,2156,0.614784206,0.123931624,0.237373737,0.726005499,0.288927393,0.358207046,12049
1192,mx,0.6,0.505765243,bias_0.6_rep_10,22875,0.323178466,0.02162429,0.207481899,0.04081336,1198,0.516372066,0.087508133,0.159663866,0.695295612,0.208542508,0.314084443,12194
1193,mx,0.6,0.51769001,bias_0.6_rep_7,14830,0.772829101,0.740709594,-0.071482651,-0.162327036,1443,0.737086585,0.194294526,0.493125232,0.698460669,0.238609303,0.303488861,7799
1194,mx,0.6,0.523335457,bias_0.6_rep_3,12277,-0.019648692,0.134471622,0.235962451,0.226099934,388,0.629125413,0.131121643,0.254675468,0.788785989,0.299417476,0.508985879,6571
1195,mx,0.6,0.5234375,bias_0.6_rep_4,2768,0.560718912,0.276197446,0.569749954,0.570612794,230,0.576375,0.206896552,0.165,0.815867188,0.326842837,0.4925,1072
1196,mx,0.6,0.562506038,bias_0.6_rep_12,19527,0.506504113,0.388008873,0.162053695,0.181672944,1854,0.619153912,0.135559921,0.241496599,0.720271995,0.181494662,0.338177533,11645
1197,mx,0.6,0.596909208,bias_0.6_rep_5,2604,0.716813097,0.40199714,0.40655255,0.525803937,105,0.913488211,0.44411415,0.805825243,0.933117568,0.612955325,0.719407182,927
1198,mx,0.6,0.742331288,bias_0.6_rep_15,543,0.879953711,0.376926387,0.804973587,0.821839859,69,0.889692982,0.50256996,0.771929825,0.905726872,0.531911341,0.72907489,121
1199,mx,0.6,0.767094017,bias_0.6_rep_14,771,0.493736856,0.419387121,-0.127716694,-0.028643864,53,0.939609705,0.632900045,0.819092827,0.953182842,0.629250237,0.842789313,359
1200,mx,0.6,0.965092402,bias_0.6_rep_6,5450,0.713348737,0.773455895,0.319962241,0.305024287,851,0.672442244,0.304897314,0.396039604,0.766856165,0.268373794,0.426615319,4230
1201,mx,0.6,1,bias_0.6_rep_1,14825,0.168146291,0.196535183,0.168146291,0.196535183,1856,0.626594388,0.255983351,0.276360544,0.724543401,0.281045752,0.386554072,15388
1202,mx,0.6,1,bias_0.6_rep_2,1144,0.44487461,0.506305325,0.44487461,0.506305325,1775,0.821562569,0.413814306,0.502538071,0.799008588,0.346271706,0.531400107,536
1203,mx,0.7,0.196863061,bias_0.7_rep_13,5639,0.410593823,0.796349898,0.587193373,0.511624981,432,0.708563231,0.162998881,0.482233503,0.829874982,0.271799629,0.561288027,979
1204,mx,0.7,0.251458769,bias_0.7_rep_11,9370,0.040739404,0.277670486,0.394459682,0.207838226,338,0.778373984,0.289440994,0.437398374,0.83191269,0.348043163,0.53281539,2284
1205,mx,0.7,0.294444444,bias_0.7_rep_15,2452,0.675039801,0.54934056,0.260070957,0.305741686,140,0.857273679,0.364035088,0.664835165,0.873573143,0.354835234,0.654532267,371
1206,mx,0.7,0.33005618,bias_0.7_rep_18,6595,0.689092467,0.609364485,0.260749305,0.197160952,454,0.614583333,0.201769912,0.242346939,0.807238479,0.322819395,0.49365017,1880
1207,mx,0.7,0.389540904,bias_0.7_rep_17,17072,0.451338558,0.326247706,0.32358704,0.149134062,507,0.82925,0.487288136,0.615,0.764070313,0.339083879,0.3875,6771
1208,mx,0.7,0.417978128,bias_0.7_rep_8,4116,0.734112585,0.48224232,0.372397805,0.403320292,395,0.675438596,0.159522922,0.315265776,0.81651447,0.350581156,0.498787064,1567
1209,mx,0.7,0.422700464,bias_0.7_rep_10,15490,0.505110519,0.592832868,0.096232835,0.100835606,1263,0.733,0.340425532,0.44,0.826046875,0.370762712,0.56375,6737
1210,mx,0.7,0.468885516,bias_0.7_rep_20,17603,-0.253222671,-0.446594019,-0.440451521,-0.457374553,2603,0.725891362,0.305582955,0.405599426,0.803252264,0.391612714,0.483446325,8650
1211,mx,0.7,0.474463056,bias_0.7_rep_16,18267,-0.066101146,-0.213855636,-0.2277414,-0.250201989,1336,0.463508016,0.071543408,0.077291218,0.728661957,0.277245331,0.361857804,9234
1212,mx,0.7,0.478961039,bias_0.7_rep_19,3455,0.7097773,0.467221067,0.714706753,0.707652781,331,0.765424679,0.17721519,0.565705128,0.760997762,0.223977695,0.426767677,922
1213,mx,0.7,0.480651205,bias_0.7_rep_7,15557,-0.262116093,-0.296154619,-0.117206654,-0.075228149,1575,0.658125,0.134549601,0.36,0.759710938,0.232204561,0.42625,7440
1214,mx,0.7,0.492068375,bias_0.7_rep_4,22422,-0.34473885,-0.323651559,-0.235334222,-0.248023998,2374,0.610974359,0.178364456,0.284102564,0.776554865,0.285279188,0.452836439,11198
1215,mx,0.7,0.513625962,bias_0.7_rep_3,6356,-0.286537619,-0.416698387,0.509318377,0.523960114,372,0.810028803,0.296028881,0.616129877,0.822664133,0.290656277,0.551708154,2469
1216,mx,0.7,0.544230261,bias_0.7_rep_6,4593,0.440435895,0.328792085,0.530463183,0.739365613,100,0.951660816,0.655502392,0.850931677,0.90567224,0.495375031,0.689215474,2061
1217,mx,0.7,0.653658537,bias_0.7_rep_14,3926,0.630149861,0.756023781,-0.026132166,-0.083353181,215,0.884661402,0.466847615,0.625747787,0.916978777,0.516131641,0.702381517,2010
1218,mx,0.7,0.832879695,bias_0.7_rep_9,3133,0.873374541,0.437038747,0.557083007,0.591174029,539,0.649230769,0.21506442,0.251282051,0.782766046,0.28855002,0.430062112,1530
1219,mx,0.7,0.869822485,bias_0.7_rep_5,513,0.907411354,0.497043238,0.601430303,0.540325201,80,0.770890411,0.393331723,0.575342466,0.856915808,0.460238733,0.618556701,147
1220,mx,0.7,0.904779827,bias_0.7_rep_12,4742,0.660473774,0.58081986,0.071992257,0.029623041,477,0.732820513,0.257743363,0.477948718,0.826111801,0.280692382,0.552380952,2404
1221,mx,0.7,1,bias_0.7_rep_1,1289,0.882350502,0.555363038,0.882350502,0.555363038,503,0.64925,0.214285714,0.365,0.82084375,0.385505788,0.525,968
1222,mx,0.7,1,bias_0.7_rep_2,17029,0.302527753,0.486686907,0.302527753,0.486686907,2619,0.537688442,0.120781528,0.156018186,0.690782092,0.219158634,0.303117938,17255
1223,mx,0.8,0.274534754,bias_0.8_rep_12,7153,0.712906273,0.784464524,0.323566435,0.391025548,199,0.8015,0.256227758,0.505,0.84178125,0.336094675,0.56875,1726
1224,mx,0.8,0.334455668,bias_0.8_rep_14,1793,0.656514672,0.032180111,0.501251596,0.487607552,121,0.715064103,0.271923861,0.432692308,0.85419628,0.442482502,0.572085287,298
1225,mx,0.8,0.463842221,bias_0.8_rep_20,16776,0.509200217,0.584206047,0.464585493,0.599944866,1022,0.627913066,0.130733551,0.260539408,0.787458088,0.378637453,0.481033391,8255
1226,mx,0.8,0.469874388,bias_0.8_rep_9,5143,0.664878799,0.365382953,0.578634746,0.57828581,487,0.788797062,0.334862385,0.515151515,0.746635015,0.257908652,0.394078905,2207
1227,mx,0.8,0.473709369,bias_0.8_rep_19,6531,0.1510944,0.069043258,0.171774262,0.1139356,229,0.787683824,0.386981721,0.588235294,0.860328428,0.516469715,0.579325197,2973
1228,mx,0.8,0.479103891,bias_0.8_rep_10,7961,0.459262231,0.479181979,0.164363209,0.16293751,294,0.755527211,0.32972241,0.43622449,0.836066379,0.379481786,0.574299555,3657
1229,mx,0.8,0.495238095,bias_0.8_rep_6,2245,0.784039442,0.501713225,0.457378273,0.411671621,336,0.701361613,0.200521804,0.364493323,0.788817812,0.257971014,0.475300916,936
1230,mx,0.8,0.497897864,bias_0.8_rep_4,17034,0.513146296,0.469598137,-0.194565883,0.071686155,1523,0.429300864,0.010719477,0.049751244,0.753735379,0.27526478,0.405893169,8882
1231,mx,0.8,0.5004786,bias_0.8_rep_11,8693,0.684192574,0.502057244,0.604561903,0.664784561,479,0.712009804,0.194059406,0.388480392,0.755069993,0.25170068,0.403086863,3660
1232,mx,0.8,0.502748141,bias_0.8_rep_5,9318,0.37973356,0.337706511,0.441383442,0.546217205,1116,0.735104092,0.224702131,0.392677674,0.782107808,0.250589571,0.470724885,4665
1233,mx,0.8,0.505356516,bias_0.8_rep_8,21693,-0.221888702,-0.275715984,-0.14956549,-0.165617687,3205,0.534694946,0.117122473,0.159727677,0.69359848,0.190590616,0.287102706,11510
1234,mx,0.8,0.516755017,bias_0.8_rep_13,10828,0.53643707,0.781133607,-0.129689782,-0.152861555,917,0.793,0.314540059,0.6,0.818804688,0.317330211,0.51875,5459
1235,mx,0.8,0.521221147,bias_0.8_rep_3,12323,0.244459723,0.26905701,-0.172073864,-0.199676087,1364,0.643229167,0.139985108,0.345588235,0.736517408,0.255048978,0.375687964,6300
1236,mx,0.8,0.529164248,bias_0.8_rep_18,7183,0.332635099,0.335989748,0.192309563,0.078774151,825,0.710696339,0.247948952,0.390524049,0.819584696,0.361622231,0.532941418,3647
1237,mx,0.8,0.546120059,bias_0.8_rep_17,6133,0.526393877,0.139917885,0.64697956,0.644246713,599,0.726237235,0.27438354,0.457449594,0.753202305,0.248660782,0.390472659,2238
1238,mx,0.8,0.565345505,bias_0.8_rep_7,15950,0.641358134,0.583944048,-0.252996765,-0.262242465,1160,0.551382114,0.116071429,0.18699187,0.776233814,0.294566003,0.404439512,9785
1239,mx,0.8,0.566591422,bias_0.8_rep_15,2832,0.72704048,0.488741494,0.609955997,0.633237921,306,0.791692308,0.259021652,0.53025641,0.785863354,0.288428883,0.456977226,1004
1240,mx,0.8,0.747890819,bias_0.8_rep_16,2824,0.497179296,0.783394183,0.079338418,0.370207998,130,0.924494949,0.523070804,0.732828283,0.888853904,0.39551683,0.687846348,1507
1241,mx,0.8,1,bias_0.8_rep_1,215,0.325541759,0.079212662,0.325541759,0.079212662,621,0.674779978,0.348194131,0.438943894,0.797672535,0.395725866,0.483097989,17
1242,mx,0.8,1,bias_0.8_rep_2,4600,-0.044202407,-0.404414456,-0.044202407,-0.404414456,644,0.679229481,0.231686542,0.337401292,0.799222491,0.335799634,0.493054568,3794
1243,mx,0.9,0.178251121,bias_0.9_rep_15,1429,0.288586065,0.168333235,0.410519048,0.414759971,72,0.77275,0.470588235,0.4925,0.848150289,0.414741637,0.603853565,159
1244,mx,0.9,0.262478485,bias_0.9_rep_13,1766,0.81682524,0.310015405,0.750465759,0.769911096,122,0.859119497,0.406749021,0.629245283,0.87004717,0.367149521,0.635455975,305
1245,mx,0.9,0.277369281,bias_0.9_rep_11,8603,0.69494885,0.736755917,0.828126716,0.83536707,570,0.697826656,0.173922508,0.419219691,0.77933837,0.335358841,0.422163507,2037
1246,mx,0.9,0.292715232,bias_0.9_rep_18,1146,0.778001379,0.514022238,0.583270911,0.644271627,110,0.891609589,0.448022401,0.767123288,0.921495726,0.505611895,0.776068376,221
1247,mx,0.9,0.295102686,bias_0.9_rep_14,5545,0.737151366,0.429163673,0.728356984,0.732493322,302,0.726237235,0.227362956,0.389892642,0.803094918,0.29217909,0.490659621,934
1248,mx,0.9,0.358225806,bias_0.9_rep_5,12748,0.707657839,0.864602292,0.351236394,0.425545762,406,0.862032313,0.499783456,0.583333333,0.871137732,0.371482988,0.596687615,4442
1249,mx,0.9,0.375597832,bias_0.9_rep_6,9902,0.718979131,0.782124052,-0.215044753,-0.348592645,950,0.723639456,0.309224773,0.37329932,0.7310978,0.216176679,0.381317099,3534
1250,mx,0.9,0.408016444,bias_0.9_rep_9,2654,0.080786874,0.098068991,-0.068738439,-0.375921472,56,0.953902715,0.643256185,0.911764706,0.920127363,0.599235561,0.728089786,794
1251,mx,0.9,0.428485214,bias_0.9_rep_4,2285,0.610372366,0.679040359,0.632736406,0.621127741,261,0.729166667,0.159198735,0.427696078,0.859909667,0.336521646,0.623953099,710
1252,mx,0.9,0.516407426,bias_0.9_rep_20,18886,0.577140284,0.228077021,-0.264207949,-0.392833096,2105,0.71926727,0.2690294,0.434561907,0.705479452,0.252038989,0.345312222,10292
1253,mx,0.9,0.532055179,bias_0.9_rep_19,20050,0.341074939,-0.082790998,-0.036644987,-0.244423988,1879,0.642498205,0.233570863,0.375448672,0.701638774,0.272008232,0.300715877,11378
1254,mx,0.9,0.549183759,bias_0.9_rep_3,9382,0.337705335,0.379880607,0.73979486,0.75960657,882,0.635569853,0.162049861,0.280637255,0.727102776,0.212563915,0.363902848,3936
1255,mx,0.9,0.587626733,bias_0.9_rep_17,4407,0.641429691,0.510739716,0.059706837,0.264645421,276,0.909773284,0.396321566,0.818627451,0.891929888,0.406931964,0.703098827,2840
1256,mx,0.9,0.589626934,bias_0.9_rep_7,1290,0.850103766,-0.030569979,0.361498085,0.338883601,236,0.793025641,0.305084746,0.502564103,0.831971773,0.373163814,0.537235367,648
1257,mx,0.9,0.696650417,bias_0.9_rep_10,6297,0.420999572,0.783777364,0.442524653,0.504899138,894,0.69203252,0.217081851,0.352845528,0.761043285,0.279230087,0.404957455,4430
1258,mx,0.9,0.767768759,bias_0.9_rep_12,5746,0.518822311,0.625434519,0.220094175,0.324992064,349,0.714080777,0.190523198,0.468549989,0.819621226,0.317058559,0.533534958,3878
1259,mx,0.9,0.848920863,bias_0.9_rep_8,1022,0.631732855,0.254336795,0.016519328,-0.025866972,51,0.947807018,0.639884184,0.794736842,0.956005587,0.634535753,0.851455273,236
1260,mx,0.9,0.888888889,bias_0.9_rep_16,1070,0.80882018,0.344614748,0.703043213,0.709499366,145,0.842696629,0.338608331,0.628539326,0.88804691,0.391492519,0.668470907,368
1261,mx,0.9,1,bias_0.9_rep_1,1171,0.654609025,0.257159997,0.654609025,0.257159997,266,0.76434949,0.28841906,0.50170068,0.880777036,0.395235186,0.671379942,864
1262,mx,0.9,1,bias_0.9_rep_2,2587,0.614947416,0.388970123,0.614947416,0.388970123,1726,0.762276423,0.300794552,0.557723577,0.772519423,0.306891702,0.448686644,1580
1263,mx,1,0.103700989,bias_1_rep_19,3728,0.775069041,0.819242569,0.053565299,0.148583555,81,0.904091214,0.560409924,0.742790074,0.908790191,0.500256503,0.730670842,283
1264,mx,1,0.296246946,bias_1_rep_7,13199,-0.002810271,0.034823195,0.00290788,0.152489166,307,0.741850321,0.351145038,0.494949495,0.868509815,0.467737219,0.616056014,4002
1265,mx,1,0.422007811,bias_1_rep_17,16469,0.340000495,0.475196608,0.145925756,0.334036861,540,0.896235078,0.564220183,0.742424242,0.863402391,0.471040821,0.58597097,7348
1266,mx,1,0.44789916,bias_1_rep_18,11782,0.52348198,0.439158148,0.709689958,0.739386496,2086,0.789053905,0.42408377,0.518151815,0.884299163,0.514291602,0.678892353,5330
1267,mx,1,0.457636794,bias_1_rep_12,11919,0.065625274,0.118063805,-0.219062412,-0.380252434,458,0.847,0.459016393,0.675,0.860289063,0.533774834,0.57875,5612
1268,mx,1,0.457942511,bias_1_rep_8,13271,-0.335019257,-0.408172695,0.080267237,-0.027060828,599,0.786360627,0.464980545,0.527477378,0.803537061,0.342076017,0.466287138,6054
1269,mx,1,0.460684411,bias_1_rep_3,17763,-0.155290942,0.146214267,0.621319879,0.718500394,417,0.74,0.313691508,0.378861789,0.7863633,0.369145479,0.461265261,9087
1270,mx,1,0.463500678,bias_1_rep_13,4514,0.528022234,0.720129091,0.489961363,0.499983743,219,0.840141398,0.395050412,0.572139303,0.846613823,0.404393876,0.563652096,1708
1271,mx,1,0.468034766,bias_1_rep_15,17522,-0.488337322,-0.277275536,-0.137776848,0.036879985,1521,0.852941176,0.443120905,0.601854535,0.803442125,0.321409784,0.481005578,9693
1272,mx,1,0.482632541,bias_1_rep_9,2261,0.832658145,0.742199272,0.782757026,0.756535468,110,0.83074593,0.488199907,0.569102613,0.861027393,0.433279078,0.626615766,528
1273,mx,1,0.492735779,bias_1_rep_11,4218,0.561635046,0.720984777,0.22492403,0.25702106,302,0.747130395,0.299065421,0.454545455,0.801537822,0.314449052,0.51345994,2001
1274,mx,1,0.498145358,bias_1_rep_20,17028,-0.072438588,-0.08804614,-0.473302535,-0.655567569,426,0.613424264,0.226907631,0.270399617,0.846876531,0.446319282,0.51892413,8595
1275,mx,1,0.508681926,bias_1_rep_16,3396,0.7021307,0.368294499,0.608289036,0.623964289,165,0.585886358,0.217081851,0.197172035,0.843214512,0.471308169,0.556250869,1289
1276,mx,1,0.563302139,bias_1_rep_10,12888,0.008433113,0.035683184,0.086865121,-0.041501738,196,0.729002154,0.39993181,0.460636516,0.894830829,0.479374658,0.666524439,8427
1277,mx,1,0.564660431,bias_1_rep_6,9088,0.549456591,0.929385714,0.501441692,0.646780614,238,0.828489133,0.34220679,0.616129877,0.900863734,0.488447388,0.674021539,5554
1278,mx,1,0.570837049,bias_1_rep_4,15063,0.530942585,0.652681415,0.089539051,0.102130098,395,0.811438143,0.429164504,0.62622637,0.832622197,0.345660795,0.569003935,8961
1279,mx,1,0.710168135,bias_1_rep_14,1532,0.366045172,0.810298708,-0.149690785,-0.047876591,40,0.881531205,0.597560976,0.725689405,0.964411431,0.73736952,0.87196468,887
1280,mx,1,0.785019455,bias_1_rep_5,2261,0.814603722,0.80209393,0.656863409,0.669700278,150,0.826154582,0.397993311,0.558267528,0.85266044,0.399889345,0.582562936,807
1281,mx,1,1,bias_1_rep_1,3341,-0.088538571,-0.116058208,-0.088538571,-0.116058208,1270,0.7578125,0.274725275,0.513480392,0.888654582,0.522464564,0.61497966,1858
1282,mx,1,1,bias_1_rep_2,5951,0.41541293,0.096576856,0.41541293,0.096576856,593,0.656887755,0.233067729,0.279761905,0.792190364,0.44411415,0.45974077,5080
1283,rf,0,0.179361179,bias_0_rep_5,3079,-0.158966506,-0.151172681,0.238415729,0.495801827,29,0.827272727,0.481071637,0.54025974,0.979248344,0.776126661,0.934973638,511
1284,rf,0,0.379357485,bias_0_rep_14,1695,0.45819434,-0.319543716,0.163527756,0.344838141,27,0.835526316,0.59042173,0.631884945,0.981463406,0.773169247,0.941434846,555
1285,rf,0,0.394207755,bias_0_rep_13,4819,0.068295958,-0.266722171,0.272842894,0.210817973,51,0.570041609,0.171449067,0.228848821,0.992355457,0.837555697,0.963476071,1647
1286,rf,0,0.409754224,bias_0_rep_8,3122,0.636585865,0.221116611,0.010968386,-0.136187532,43,0.786458333,0.467108618,0.56127451,0.989291697,0.805859513,0.956030151,1067
1287,rf,0,0.432717678,bias_0_rep_4,5062,0.243424557,-0.210777315,0.070259509,0.024052613,50,0.780875,0.505,0.54,0.9931875,0.870877585,0.97375,1804
1288,rf,0,0.453215548,bias_0_rep_16,14052,-0.365722809,-0.307895319,-0.293448193,-0.332306814,173,0.772682927,0.534615385,0.499186992,0.99072882,0.84106302,0.964779874,6413
1289,rf,0,0.457184976,bias_0_rep_20,15364,-0.361808438,-0.440246676,-0.29382743,-0.392383425,573,0.774375,0.396341463,0.505,0.992414063,0.844056707,0.9675,7133
1290,rf,0,0.467141556,bias_0_rep_3,17713,-0.498012154,-0.539556359,-0.243415364,-0.247037731,55,0.5809956,0.380364807,0.389988999,0.995827985,0.8787812,0.974937343,8722
1291,rf,0,0.485461387,bias_0_rep_9,21790,0.266760095,0.585878692,0.198095494,0.316030708,84,0.678209215,0.439678284,0.475224573,0.998458073,0.91342113,0.982434128,11353
1292,rf,0,0.48752867,bias_0_rep_17,6790,0.484189367,0.038309656,0.118817917,0.166611578,54,0.71177686,0.4,0.414141414,0.996970714,0.914959412,0.983790524,3401
1293,rf,0,0.504071199,bias_0_rep_19,5301,-0.492828258,-0.579467905,-0.066291912,-0.13114961,40,0.675125,0.230171073,0.375,0.98928125,0.798955614,0.95625,2662
1294,rf,0,0.51537355,bias_0_rep_12,20833,-0.028398187,0.16722278,0.020722646,0.064196225,84,0.553520194,0.266275347,0.238357978,0.999304556,0.939168638,0.98879203,11465
1295,rf,0,0.569787986,bias_0_rep_15,1604,0.221360851,-0.228247064,-0.184447809,-0.36554841,29,0.808588636,0.435483871,0.504582351,0.983505617,0.763960277,0.946182728,645
1296,rf,0,0.571090047,bias_0_rep_10,933,0.693676295,0.061810972,0.275998278,0.27311992,42,0.839348592,0.363400052,0.647887324,0.98008658,0.786049142,0.932727273,241
1297,rf,0,0.588980716,bias_0_rep_7,6338,-0.093129811,-0.326616015,-0.076983443,-0.175610529,49,0.747296403,0.381188119,0.410064004,0.990482121,0.818484344,0.9626401,3207
1298,rf,0,0.589824121,bias_0_rep_6,5741,0.222388919,-0.091796652,-0.094970188,-0.239883144,39,0.82,0.445103858,0.52,0.98790625,0.789446456,0.95375,2817
1299,rf,0,0.649733775,bias_0_rep_11,7129,-0.020222436,-0.263128635,-0.051367608,-0.035086262,89,0.673542354,0.262339056,0.327282728,0.994574852,0.867961589,0.972431078,4515
1300,rf,0,0.910785619,bias_0_rep_18,1896,-0.212111566,-0.602896557,0.234609875,0.366508646,34,0.717975207,0.292929293,0.353535354,0.984813607,0.771535386,0.950124688,684
1301,rf,0,1,bias_0_rep_1,3112,-0.351470754,-0.595080157,-0.351470754,-0.595080157,6583,0.562058714,0.233004067,0.296915645,0.995564639,0.877936009,0.972257251,2717
1302,rf,0,1,bias_0_rep_2,23828,-0.123555036,-0.040902819,-0.123555036,-0.040902819,190,0.491875,0.197080292,0.135,0.997101563,0.910776362,0.9825,24849
1303,rf,0.1,0.234875445,bias_0.1_rep_3,1903,0.768033631,-0.045413918,0.121324075,0.229429527,27,0.895405405,0.61308359,0.671081081,0.981316073,0.777742142,0.941747573,264
1304,rf,0.1,0.280124224,bias_0.1_rep_5,2947,-0.203083769,-0.3640393,0.293936062,0.504347844,29,0.837811431,0.371400841,0.575964827,0.983002555,0.766885574,0.944979367,451
1305,rf,0.1,0.32335958,bias_0.1_rep_7,7380,0.576407449,0.366991237,0.155845038,0.032005329,35,0.881628513,0.451234722,0.655462185,0.98552554,0.781178899,0.949811794,1232
1306,rf,0.1,0.362670574,bias_0.1_rep_17,10434,0.080875048,0.068773211,0.032757687,-0.052631167,71,0.834633965,0.426834564,0.686733556,0.996296618,0.894883536,0.977301387,3960
1307,rf,0.1,0.394469895,bias_0.1_rep_20,18043,-0.17485481,-0.037395878,0.229451551,0.3396369,83,0.7572663,0.395105856,0.457449594,0.997581854,0.923949593,0.984981227,7233
1308,rf,0.1,0.399289291,bias_0.1_rep_13,6883,-0.18390933,-0.111840975,0.107791694,0.505678531,46,0.669657813,0.409509202,0.400813592,0.991869341,0.832122856,0.965043695,2472
1309,rf,0.1,0.416479401,bias_0.1_rep_6,1890,0.509923181,-0.116669673,0.177680342,0.244061715,31,0.854567308,0.36207766,0.615384615,0.976842287,0.736055777,0.933080808,556
1310,rf,0.1,0.456852318,bias_0.1_rep_10,11369,0.105342403,0.184607345,-0.0948907,-0.02962639,63,0.913333333,0.580152672,0.806504065,0.994384018,0.871592492,0.972327044,4897
1311,rf,0.1,0.466063978,bias_0.1_rep_12,7097,-0.42708645,-0.557046106,-0.031954296,-0.111078373,53,0.59876407,0.242902208,0.197307438,0.993878475,0.85030407,0.97011208,3351
1312,rf,0.1,0.468181818,bias_0.1_rep_19,7329,0.058493903,-0.035639893,0.045984268,0.045416575,52,0.654582436,0.331103679,0.295525245,0.994705985,0.864085031,0.972534332,2884
1313,rf,0.1,0.503938658,bias_0.1_rep_15,20997,0.29545905,0.540862409,0.414944202,0.501119688,1152,0.702007701,0.571984436,0.485148515,0.996752552,0.90678756,0.981203008,12027
1314,rf,0.1,0.504789767,bias_0.1_rep_14,17727,-0.336760565,-0.301089082,-0.311790965,-0.15724908,154,0.660339881,0.28117273,0.351357316,0.99598098,0.895918035,0.98007472,8800
1315,rf,0.1,0.532438479,bias_0.1_rep_8,3703,0.318249222,0.021192143,0.145084974,0.233617255,49,0.754974359,0.423122765,0.384615385,0.99305176,0.841726619,0.968944099,1190
1316,rf,0.1,0.595930233,bias_0.1_rep_9,916,0.27006275,0.536285987,0.154283683,0.213055954,32,0.772008547,0.343600274,0.491025641,0.97629818,0.757427938,0.914346895,205
1317,rf,0.1,0.597111701,bias_0.1_rep_4,7658,-0.236148639,-0.23199665,-0.295783905,-0.113189002,45,0.513818027,0.245714286,0.182823129,0.994689382,0.86559609,0.973880597,4052
1318,rf,0.1,0.648326279,bias_0.1_rep_16,3266,0.162492313,-0.453944615,0.040680443,0.111864022,49,0.739873653,0.127089095,0.4303233,0.987723036,0.801589236,0.95334174,1685
1319,rf,0.1,0.776536313,bias_0.1_rep_11,1152,0.147533057,-0.50953206,0.155313559,0.237021315,28,0.852930057,0.532934132,0.773913043,0.974793139,0.752014042,0.915611814,139
1320,rf,0.1,0.842883549,bias_0.1_rep_18,1337,0.727425006,0.014190965,0.384997471,0.446911372,35,0.744192884,0.228158679,0.586592179,0.984280995,0.774290198,0.943661972,456
1321,rf,0.1,1,bias_0.1_rep_1,21276,-0.159062262,-0.190880442,-0.159062262,-0.190880442,201,0.487539844,0.30186434,0.220515793,0.998329579,0.973394204,0.993726474,21979
1322,rf,0.1,1,bias_0.1_rep_2,1144,-0.054649867,-0.360675961,-0.054649867,-0.360675961,203,0.764180093,0.34692262,0.500551755,0.990668111,0.828877005,0.96513076,606
